qawiki	Odkud pocházela rodina Sigmunda Freuda?
qawiki	Jaké přízvisko měl král Václav I.?
qawiki	Kdy se narodil Dušan Swalens  , český fotograf  , narozený jako Dušan Polášek?
qawiki	Je kubismus avantgardní umělecké hnutí?
qawiki	Kdo byl producentem filmu Bambi?
qawiki	Je styren významná aromatická průmyslová chemikálie?
qawiki	Jak sa jmenuje nejvýchodnější gotická katedrála v Evropě?
qawiki	Kdo režíroval film Musíme si pomáhat?
qawiki	Na jeké řece leží Piešťany?
qawiki	Ve kterém roce zemřel Kryštof Kolumbus?
qawiki	Je Svátý Václav patronem Čech a Moravy?
qawiki	Jaké hmotnosti dosahuje želva sloní?
qawiki	Jak se nazývá věda  , zabývající se koňmi?
qawiki	Který kreditní systém doporučila Boloňská deklarace?
qawiki	Kdo se stal v roce 2003 prezidentem České republiky?
qawiki	Co znamená zkratka BFU?
qawiki	Jak se jmenuje potok  , který protéká obcí Syrovice?
qawiki	Využívala se v minulosti šlapací kola ke mletí obilí?
qawiki	Na jakém poloostrově leží Itálie?
qawiki	Kdy Isao Takahata graduoval?
qawiki	Jak se jmenuje fáze  , kde probíhá replikace u eukaryot?
qawiki	Byla Hard Stuff britská hard rocková superskupina?
qawiki	V jakém okresu se nachází město Arlington amerického státu Washington?
qawiki	Kdo je objevitelem hvězdokupy Messier 21?
qawiki	Byli Vikingové prvními obyvateli Norska?
qawiki	Co je to sluneční soustava?
qawiki	Která moc přijímá vyhlášky?
qawiki	V jakém období se konala Velká francouzská revoluce?
qawiki	Kolik děl vytvořil za svého života Wolfgang Amadeus Mozart?
qawiki	Čím se měří srážky?
qawiki	Od kterého roku je závazná neměnná anatomická nomenklatura v latinském jazyce?
qawiki	Kolik studiových alb vydala Metallica?
qawiki	Jaká je nejvyšší hora na Krétě?
qawiki	Co je hanča?
qawiki	Hnízdí rybák obecný samostatně?
qawiki	Co se v rodinných osudech opakuje?
qawiki	Kdo je autorem skladby Bohemian Rhapsody?
qawiki	Byl Harry Burleigh jeden z prvních černošských skladatelů?
qawiki	Co je zkratkou státní poznávací značky?
qawiki	Kolik sportovců reprezentovalo Nizozemsko na Letních olympijských hrách 1920?
qawiki	Které je největší město Nového Zélandu?
qawiki	Co je hněv?
qawiki	Kdo byl posledním prezidentem samostatného Estonska?
qawiki	Bubeníkem které české kapely byl Marek Žežulka?
qawiki	V jakém pohoří leží Lysá hora?
qawiki	Kolikátým největším kontinentem je Afrika?
qawiki	Jaká je tělesná teplota ptáků?
qawiki	V jakých letech byl prezidentem USA Franklin Delano Roosevelt?
qawiki	Jakým sběrem se sklízejí jahody?
qawiki	Co se odrazilo v umístění Hany Zagorové v anketě posluchačské oblíbenosti?
qawiki	Kde se narodil herec Jakub Uličník?
qawiki	Jaké barvy je obdélník brazilské vlajky?
qawiki	Je Cornellova univerzita státní?
qawiki	Ve kterém roce bylo vydané album Slunečnice skupiny Lucie?
qawiki	Co je Psycho-Pass?
