bye	aha no cau nepotrebuju pomoc diky ale ne
bye	aha no tak zatim zdar
bye	ahoj a díky
bye	a koho to zajima
bye	A koho to zajímá?
bye	Ať tě provází síla, drahý příteli
bye	běž do prdele
bye	bez do prdele XD
bye	Beztak kecáš
bye	blbče
bye	blbe
bye	blbečku
bye	blbko
bye	blby
bye	blbý
bye	blokuju
bye	bye
bye	cancel
bye	cauvv
bye	co kdyz nechci
bye	dej pokoj
bye	Děkuji, dobrou noc
bye	děkuji, nashledanou.
bye	děkuji, ne :-)
bye	Děkuji, už jsem dcery registroval. Dobrou noc
bye	demente
bye	dežo jdi pryč
bye	die
bye	dik a nemusis
bye	díky nepotřebuji
bye	dobře, děkuji
bye	doprdele dej mi pokoj
bye	Dotaz to nebyl.
bye	drz hubu
bye	drž hubu
bye	drž hubu kundo
bye	drz hubu plz
bye	drž piču
bye	du spat
bye	end
bye	escape
bye	exit
bye	f*ck off
bye	Grrr
bye	hajzlíku
bye	hele sorry ale na tohle nemam čas
bye	hele už me fakt nebavis
bye	hubu
bye	ignorante
bye	já ani ne
bye	já ani ne, víš co
bye	jakoby ani ne
bye	ja ne
bye	ja ne:(
bye	já ne
bye	já ne zmrde
bye	Já roboty ne
bye	já také :)
bye	jdi do píče
bye	jdu spat
bye	jebu ti
bye	jj nashledanou
bye	jo ale ne s tebou kryple
bye	jo papa lasko
bye	jsi blbí
bye	jsi hajzl
bye	jsi hnusnej čus
bye	jsi retard
bye	kill
bye	klid jo
bye	koho to zajímá ty programe nepotřebnej
bye	kokokot
bye	komu to cpeš?
bye	konec
bye	koned
bye	korva
bye	kryso
bye	kurva
bye	kurva nech mě
bye	kurvo
bye	lháři
bye	losere
bye	loučím se
bye	Loučím se :)
bye	lousim se
bye	luč se
bye	lůzre
bye	Lžete mi do očí
bye	magore
bye	mejse
bye	měj se hezky
bye	mě už to NEZAJÍMÁ
bye	Mocinky dekuju
bye	mrdko pojebaná
bye	myslím že ne
bye	namuzes
bye	naschedanou
bye	naschle
bye	naschledanou
bye	naser si
bye	^^^^nashedanou
bye	nashle
bye	Na shledanou
bye	Na shledanou, díky za váš čas
bye	Na shledanou, díky za váš čas a zájem Štěpán
bye	nasledanou
bye	nasra
bye	Nasrat
bye	ne
bye	Ne, ale děkuji.😃
bye	ne a nechci
bye	nebavis me
bye	Nebudu
bye	ne cekej
bye	nechci
bye	nechciiii
bye	nechciiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
bye	nechci pomoci
bye	Nechci se dívat
bye	nechcu
bye	nechcu dik
bye	nechmě
bye	nech mě
bye	nech toho
bye	neci
bye	nečum
bye	Ne, děkuji
bye	ne dekuji chci si to jen prohlídnout😊
bye	ne dekuji pozdeji
bye	ne děkuju
bye	ne díky
bye	ne díky :)
bye	ne, díky
bye	ne díky, jenom koukám
bye	Ne,dnes jsme se jen přihlásili,uděláme cvičení zítra,Dobrou Noc.
bye	néé
bye	Neee
bye	neeee
bye	nejsi
bye	nemam zajem
bye	nemam zajem :)
bye	nemam zájem momentalně
bye	nemáte zač
bye	nemluv
bye	nemusíš odpovídat
bye	nemusíte
bye	nemůžeš
bye	ne ne:/
bye	nenene
bye	nenenne
bye	nene v pohodě)
bye	neotravovat
bye	neotravuj
bye	Nepiš mi
bye	Ne !pls
bye	nepomáhejte
bye	nepotrbuji
bye	Neruš!
